TeamId,TeamName,SubmissionDate,Score
9973847,AmbrosM,3/12/2023 21:31,12.21599
9978263,songzijian,3/3/2023 2:16,12.23484
10005414,Lonan Syayf,3/8/2023 13:54,12.23484
10015858,Dmitry Dzhevovskiy,3/13/2023 21:49,12.23484
9962169,old_winyard,3/13/2023 13:26,12.24237
9977420,LiviuPe,3/13/2023 20:21,12.24275
9993258,oldjerry,3/6/2023 6:31,12.24519
9997340,Steve Simons,3/13/2023 20:46,12.24717
9994085,kavitha G,3/13/2023 10:41,12.24727
9967596,Nico Barea,3/6/2023 11:18,12.24915
9962913,KenjiF,3/13/2023 1:12,12.2523
9970839,Y.Kaisei,3/7/2023 11:04,12.25255
9973412,Sukanta Basu,3/13/2023 15:54,12.25423
10005986,RostislavBer,3/8/2023 13:20,12.25542
9963592,Patrick Blackwill,3/13/2023 9:52,12.25625
10004127,Kirderf,3/13/2023 19:40,12.25676
9976940,nagatayuta,3/3/2023 4:25,12.2582
9964514,bvinning,3/8/2023 7:26,12.25864
9969941,Andy Li,3/9/2023 3:34,12.25997
10023110,marishlalwani,3/12/2023 11:03,12.26021
9969854,Kinto Wan,3/13/2023 11:20,12.26075
9963112,misery,3/7/2023 4:02,12.26085
9976582,Andrew Schleiss,3/11/2023 9:40,12.26222
10028707,Flyest,3/11/2023 8:58,12.26322
9973373,Byron J Ehrke,3/6/2023 15:23,12.26326
10024748,pimeg72,3/12/2023 13:15,12.26362
9962534,Matthew Jansen,3/8/2023 23:56,12.26406
9962170,Grant Gonnerman,3/12/2023 1:17,12.26415
9974929,AleNic,3/11/2023 13:53,12.2648
9979427,Charun Umesh,3/11/2023 17:22,12.26542
9992432,Ramón Sieira Martínez,3/6/2023 18:48,12.26542
9967496,Johan De Deyne,2/28/2023 21:29,12.26592
9962040,Akio Onodera,3/3/2023 4:33,12.26617
9965314,Akhand Bharat,3/13/2023 14:51,12.26624
9967555,Omar Gasmann,3/10/2023 18:57,12.26717
9971930,Aditya Parikh,3/1/2023 15:33,12.26723
10003801,Manav,3/7/2023 16:05,12.26813
10011165,Viktor Fairuschin,3/13/2023 23:34,12.26826
9970854,Kosh Rai,3/5/2023 9:34,12.26851
9973291,Ryan Greiner,3/13/2023 21:15,12.26911
10035794,385058,3/13/2023 19:24,12.26928
9967225,Salem S.,3/7/2023 20:22,12.26939
9975110,Kornel Howil,3/1/2023 23:36,12.27014
9966914,Demko1,3/13/2023 18:44,12.27035
9995686,Davis Nyagami,3/13/2023 14:53,12.27053
9968162,Dre Ray,3/13/2023 19:19,12.2706
10015206,ST,3/13/2023 9:30,12.27168
9984508,Sujay Kapadnis,3/13/2023 12:20,12.27209
10000128,IronFenix,3/6/2023 21:01,12.27329
9962174,Random Draw,3/13/2023 0:26,12.27334
9991629,nisheethgolakiya,3/13/2023 8:34,12.27338
9994571,ihar,3/13/2023 7:06,12.27374
9979787,Raphael Marconato,3/6/2023 16:31,12.27376
9968339,Artyom Sayapin,3/1/2023 2:18,12.27418
9979006,Hao-Lun Sun,3/12/2023 14:12,12.27462
9983010,GEORGE DOUKAS,3/7/2023 16:07,12.27487
10003516,Sohail Ahmed,3/7/2023 10:17,12.27507
9995802,stpete_ishii,3/6/2023 5:29,12.27514
9981035,sun9sun9,3/3/2023 9:33,12.27528
9978126,Jean-Baptiste LEPOUTRE,3/6/2023 0:47,12.27533
9968845,Dillan Williams,3/12/2023 1:05,12.27694
10015404,hiroh03,3/10/2023 3:25,12.27701
10029606,QuyAnh,3/12/2023 15:32,12.27715
9966406,İlyas Demir,3/13/2023 12:00,12.27741
9965295,Cem Duru,2/28/2023 12:27,12.27754
9966593,bronzi,3/12/2023 9:51,12.27792
9968867,Dillan & Omar,3/12/2023 22:37,12.27793
9986909,SangHoon Hyeon,3/10/2023 9:10,12.27816
9976297,Arun Purakkatt,3/13/2023 13:35,12.27837
9998153,liveworldlike,3/6/2023 15:35,12.2789
9962486,sardinetrawler,3/3/2023 2:48,12.27911
9962899,Chris Tran,3/10/2023 17:01,12.27916
9992331,shine_your_life,3/8/2023 7:01,12.27971
9988145,Omkar Choulwar,3/9/2023 18:23,12.28023
10000365,Amelia Dolińska,3/12/2023 14:30,12.28105
9962631,Martynov Andrey,3/1/2023 9:45,12.28124
9996476,300102-เกียรติศักดิ์,3/8/2023 16:52,12.28176
9964647,Jakub Nowacki,3/3/2023 17:01,12.28238
10041596,Andrii Belas,3/13/2023 16:36,12.28275
